Tiempo (s),Voltaje (V)
0.0,0.3621884477324784
0.0010000333344444814,1.4706420488655567
0.002000066668888963,0.5771943796426058
0.003000100003333444,0.6777875884436071
0.004000133337777926,1.374548216816038
0.005000166672222407,1.47385588940233
0.006000200006666888,1.0836956482380629
0.00700023334111137,1.362657006829977
0.008000266675555852,0.7333870297297835
0.009000300010000333,0.36990166502073407
0.010000333344444815,0.9512854181230068
0.011000366678889296,1.3812972819432616
0.012000400013333776,0.55630441615358
0.013000433347778258,0.3390487958677113
0.01400046668222274,0.18703413847833872
0.015000500016667221,0.9027564260177314
0.016000533351111703,1.3430525795556605
0.017000566685556183,1.219319718889892
0.018000600020000666,0.9577130991965532
0.019000633354445146,1.0753396628424525
0.02000066668888963,1.3780834414064884
0.02100070002333411,1.6686146259307861
0.022000733357778593,1.2247832478024065
0.023000766692223073,0.45571120735257864
0.024000800026667553,0.6401856541633606
0.025000833361112036,0.27541475323960185
0.026000866695556516,0.5739805391058326
0.027000900030001,0.7253524283878505
0.02800093336444548,0.6662177625112236
0.029000966698889963,0.6218667631037533
0.030001000033334443,0.32747896993532777
0.031001033367778926,0.15907372580841184
0.032001066702223406,0.1555385012179613
0.03300110003666789,0.772917268332094
0.034001133371112366,1.182039168663323
0.03500116670555685,1.2569216531701386
0.03600120004000133,0.49684836622327566
0.037001233374445816,0.3229795931838453
0.03800126670889029,0.9461432732641697
0.039001300043334776,1.2800613050349057
0.04000133337777926,0.8612978830933571
0.041001366712223736,0.720853051636368
0.04200140004666822,0.689678798429668
0.0430014333811127,0.5694811623543501
0.044001466715557186,0.5823365245014429
0.04500150005000166,1.1023359233513474
0.046001533384446146,1.9880703752860427
0.04700156671889063,2.429652065038681
0.048001600053335106,1.8839419418945909
0.04900163338777959,1.511136439628899
0.05000166672222407,0.8436217601411045
0.051001700056668556,0.7150681386701763
0.05200173339111303,0.13625545799732208
0.053001766725557516,0.2844135067425668
0.054001800060002,0.4001117660664022
0.05500183339444648,0.19892534846439958
0.05600186672889096,0.9233250054530799
0.05700190006333544,1.7631015377119184
0.058001933397779926,1.8302708049304783
0.0590019667322244,0.6115824733860791
0.060002000066668885,0.4595678159967065
0.06100203340111337,1.0473792501725256
0.06200206673555785,0.9095054911449552
0.06300210007000233,0.597441575024277
0.06400213340444681,0.5820151404477656
0.0650021667388913,0.17803538497537374
0.06600220007333578,0.78898647101596
0.06700223340778026,1.4356111870147288
0.06800226674222473,0.312695303466171
0.06900230007666922,0.2728436808101833
0.0700023334111137,0.5945491185411811
0.07100236674555818,0.3576890709809959
0.07200240008000267,0.6257233717478812
0.07300243341444715,0.1693580155260861
0.07400246674889163,0.6029051039367914
0.0750025000833361,0.7668109713122249
0.07600253341778059,1.2678487109951675
0.07700256675222507,1.3051292612217367
0.07800260008666955,1.0930157857947052
0.07900263342111404,1.9074029778130352
0.08000266675555852,1.9485401366837323
0.081002700090003,1.55420190282166
0.08200273342444747,1.178182560019195
0.08300276675889195,0.2480971086770296
0.08400280009333644,0.3091600788757205
0.08500283342778092,1.5435962290503085
0.0860028667622254,1.3015940366312861
0.08700290009666989,0.29276949213817716
0.08800293343111437,0.36668782448396087
0.08900296676555884,0.23652728274464607
0.09000300010000332,0.8902224479243159
0.09100303343444781,0.39754069363698363
0.09200306676889229,0.27220091270282865
0.09300310010333677,0.18606998631730676
0.09400313343778126,1.4783552661538124
0.09500316677222574,3.6174875274300575
0.09600320010667021,2.4132614783011377
0.0970032334411147,1.644510821904987
0.09800326677555918,0.5087395762093365
0.09900330011000366,0.2072813338600099
0.10000333344444814,0.2821638183668256
0.10100336677889263,2.7381807565689087
0.10200340011333711,4.008290536701679
0.1030034334477816,3.354273987468332
0.10400346678222606,2.463718774728477
0.10500350011667055,2.837809813208878
0.10600353345111503,1.3623356227762997
0.10700356678555951,0.5569471842609346
0.108003600120004,0.2683443040587008
0.10900363345444848,0.7844870942644775
0.11000366678889296,0.22238638438284397
0.11100370012333743,0.6604328495450318
0.11200373345778192,0.9162545562721789
0.1130037667922264,0.53830690914765
0.11400380012667088,0.912397947628051
0.11500383346111537,1.0493075544945896
0.11600386679555985,2.124979982152581
0.11700390013000433,2.3496274356730282
0.1180039334644488,1.191037922166288
0.11900396679889329,1.7071807123720646
0.12000400013333777,2.1461913296952844
0.12100403346778225,3.5953120277263224
0.12200406680222674,1.896154535934329
0.12300410013667122,0.3197657526470721
0.1240041334711157,0.2651304635219276
0.12500416680556017,0.5125961848534644
0.12600420014000466,0.5781585318036377
0.12700423347444914,0.5209521702490747
0.12800426680889362,0.8815450784750283
0.1290043001433381,1.1556856762617826
0.1300043334777826,2.6507642939686775
0.13100436681222707,3.700404613278806
0.13200440014667156,3.973902442958206
0.13300443348111604,1.529133946634829
0.13400446681556052,1.3552651735953987
0.135004500150005,0.6347221252508461
0.13600453348444946,1.3755123689770699
0.13700456681889395,1.8257714281789958
0.13800460015333843,1.2263901680707932
